Symbol,Year,Target_Fraud,fraud_score,risk_level,pred_onto,f_accrual,f_noncore,f_shell,f_pump,f_rec,f_cash,f_lev,f_triangle,f_inv_anomaly,accrual_ratio,noncore_ratio,shell_ratio,rec_manip_ratio,cash_crunch_ratio,leverage_ratio,Delta_Gross_Margin,Delta_Leverage,Delta_Inv,Delta_Rev,Leverage,Rev,COGS,Gross_Profit,Selling_Exp,Admin_Exp,Net_Profit,ST_Assets,Rec,Inv,Fixed_Assets,Total_Assets,ST_Debt,LT_Debt,Total_Liabilities,n_1.owners_capital,Owners_Equity,depreciation_of_fixed_assets_and_properties_investment,Operating_Cash_Flow,Short_Term_Ratio
TCM,2023,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,-0.0854277256536101,-0.6056311677925514,0.1575654246790876,0.525113170048534,0.6594415543611158,0.6314136562492767,-0.0137623694139377,-0.1256945395929979,-0.1809670950443697,-0.2334502396869401,0.6314136562492767,3324824506.0,2826139952.0,498684554.0,146908350.0,136935925.0,133804253.0,2130754199.0,329025647.0,1027930046.0,960921391.0,3279364385.0,1173414840.0,95812893.0,1269227733.0,926977140.0,2010136652.0,128730484.0,413952894.0,1.82
TCM,2024,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,-0.0291467932081269,-0.1240878693579259,0.1890290634716492,0.542703895894116,0.7453521406666006,0.7147802592470681,0.0118463399107668,0.0833666029977914,-0.0245080461438326,0.1460608221948662,0.7147802592470681,3810451107.0,3193788378.0,616662729.0,154257849.0,149830743.0,278069131.0,2690037141.0,555646904.0,1002737489.0,1024774955.0,3895534414.0,1518279329.0,105515372.0,1623794701.0,1019554820.0,2271739713.0,121703898.0,391611467.0,1.77
TCM,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.008706623095276,-0.1373058453328583,0.2117058905906755,-0.0370227662454213,0.8677292504207647,0.7044889814755259,0.000848981001398,-0.0102912777715422,-0.0153518524727262,-0.0435724835033292,0.7044889814755259,3644420289.0,3051533043.0,592887246.0,145959618.0,138372078.0,271303934.0,2810959207.0,510864403.0,987343611.0,988037381.0,4171199741.0,1512858063.0,211156753.0,1724014816.0,1121392050.0,2447184926.0,119130949.0,234986870.0,1.86
TDM,2023,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,-0.0220231492533926,0.2006402359816292,0.6912380089978563,0.6865471598340223,0.295628860913229,0.2783173869489279,-0.0676076677645499,0.1001475175825876,-0.966049526375619,0.1120404256137886,0.2783173869489279,532573918.0,291757350.0,240816568.0,0.0,14238154.0,283449861.0,505343838.0,351182960.0,2056181.0,649690786.0,2603467031.0,514512340.0,52318830.0,566831171.0,1000000004.0,2036635861.0,148943217.0,340786404.0,0.98
TDM,2024,0,1.2,LowRisk,0,0,0,0,0,0,0,0,0,1,-0.1053575382284694,-0.1908575142155122,0.6041678995688105,-0.5767223360423769,1.7785659278044874,0.2007154165397951,0.021029721040114,-0.0776019704091327,36.57109855601232,0.0222168953455959,0.2007154165397951,544406057.0,286790585.0,257615472.0,0.0,14194830.0,204407865.0,657457769.0,156450098.0,77252979.0,695853409.0,3023658462.0,238256387.0,267188000.0,505444387.0,1100000004.0,2518214075.0,141634522.0,522973077.0,2.76
TDM,2025,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,0.0206471091987327,0.3865383959429072,0.77522403855329,0.7733170981981186,0.6183724179850664,0.3138719717007008,-0.1876986819704968,0.1131565551609056,-0.8466781714657243,-0.070338963917883,0.3138719717007008,506113099.0,361614794.0,144498305.0,0.0,15743929.0,209881719.0,443027223.0,266431096.0,11844568.0,586769222.0,3396116489.0,266427729.0,544873373.0,811301102.0,1111000004.0,2584815387.0,110956748.0,139761731.0,1.66
TGG,2023,1,5.45,HighRisk,1,0,0,0,0,1,1,0,0,1,-0.0695675435323018,-0.6164513412638416,0.4269536333103204,1.7349110012715028,0.1334971089893352,2.198103342520427,0.0652270341842412,0.7056619993229178,3.42779044284486,-0.9784362456442048,2.198103342520427,6865824.0,8162505.0,-1296681.0,795738.0,6235970.0,-21714035.0,171845944.0,34472152.0,104244905.0,92561344.0,401250491.0,248161831.0,27623517.0,275785348.0,272999900.0,125465142.0,5139975.0,6199976.0,0.69
TGG,2024,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0661843522088176,-0.3879407920813261,0.3071559390014635,-10.0,0.2980190845811767,0.6701187721949917,0.2845687751672897,-1.527984570325435,-0.2099928145169301,69.48607115475141,0.6701187721949917,483944959.0,437627283.0,46317675.0,30373744.0,26643652.0,-17481513.0,143970622.0,31421819.0,82354224.0,93888788.0,297956788.0,101317602.0,18234636.0,119552238.0,272999900.0,178404550.0,12660657.0,2238564.0,1.42
TGG,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.2060084288927389,-0.1475309697891424,0.3246608804329478,0.0396348347232622,0.5115737181471783,0.5956251333486831,-0.007853240107707,-0.0744936388463086,-0.3532963652234765,-0.1127461335949157,0.5956251333486831,429382036.0,391658540.0,37723496.0,29304962.0,17548300.0,-10709792.0,124494198.0,29124529.0,53258776.0,85336201.0,267577969.0,82316373.0,17566839.0,99883212.0,272999900.0,167694757.0,10915149.0,44413525.0,1.51
TLH,2023,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,-0.0762795550489767,-10.0,0.256203997678908,1.0422175764724018,0.1452323586589755,1.2181732266048138,-0.0282214703093692,0.0200719580801089,-0.1940227201366915,0.1564223911021297,1.2181732266048138,6157358539.0,6001720120.0,155638420.0,42830358.0,45192156.0,4103923.0,3562206005.0,820745018.0,2413355744.0,328794404.0,4127819162.0,2259174512.0,7735361.0,2266909873.0,1123200170.0,1860909289.0,30125475.0,318972132.0,1.58
TLH,2024,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0479267383976259,-0.3073806332604397,0.1885846308776642,-0.3000821031875735,0.1121125557740206,2.125021813033467,-0.0724972264358168,0.9068485864286532,0.0661563478144231,0.0239878241724068,2.125021813033467,6305060173.0,6602787701.0,-297727528.0,57299591.0,58961818.0,-597714931.0,3464044288.0,594142014.0,2573014546.0,320369104.0,3931736444.0,2648122023.0,25467542.0,2673589564.0,1123200170.0,1258146880.0,28442190.0,-786150235.0,1.31
TLH,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.2435542010306625,-10.0,0.2057665168772217,-0.1343064831255287,0.0900761399859515,1.2535752325971752,0.0810706920325139,-0.8714465804362919,-0.2946118719687953,-0.15617858767103,1.2535752325971752,5320344780.0,5140249609.0,180095170.0,44157291.0,46798559.0,5704339.0,2376975572.0,421552629.0,1814973914.0,306573428.0,2848024440.0,1559225662.0,25018276.0,1584243938.0,1123200170.0,1263780503.0,28006962.0,699352656.0,1.52
TNG,2023,0,4.25,HighRisk,1,0,0,0,0,1,1,0,0,0,-0.0499537207515436,-1.3658994284402284,0.2983677872993213,0.3394981825091551,0.17532414945189,1.8197815756776656,-0.0094259858960085,-0.3857877401774414,-0.1884782762967787,0.0476732200045395,1.8197815756776656,7095204710.0,6114938535.0,980266175.0,101008833.0,360078892.0,219442316.0,2259844813.0,774878881.0,1038742852.0,2184861334.0,5230414453.0,2545131868.0,830382014.0,3375513882.0,1135230020.0,1854900570.0,221048756.0,480720979.0,0.89
TNG,2024,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0741667794160623,-1.0548441020774362,0.3098318169203419,-0.1237713342446841,0.2991758300895136,2.0737736539545617,0.0162193839904826,0.253992078276896,0.0343584997300178,0.0790037881796366,2.0737736539545617,7655752760.0,6473870249.0,1181882510.0,110513198.0,424454645.0,314824208.0,2637646921.0,740189455.0,1074432498.0,2117164742.0,5816875229.0,2750974127.0,1173479642.0,3924453768.0,1226012060.0,1892421461.0,235061841.0,746243110.0,0.96
TNG,2025,0,3.2,HighRisk,1,0,0,0,0,1,0,0,1,0,0.0565887926149127,-0.8172452548637681,0.267803588274257,0.2557249956099134,0.2383311498107453,2.4611169845331893,-0.0085615786522809,0.3873433305786276,0.3453906249957826,0.1362066497821437,2.4611169845331893,8698517195.0,7430127467.0,1268389728.0,101673806.0,454412233.0,391968936.0,3385881371.0,1030293126.0,1445531410.0,2716056425.0,6926617761.0,3818455270.0,1106895908.0,4925351178.0,1287312660.0,2001266583.0,0.0,0.0,0.89
TNI,2023,1,6.8500000000000005,HighRisk,1,1,0,0,1,1,0,0,0,1,0.012989487811724,-10.0,0.5619900322308281,0.3752107451167831,0.0561126740042622,0.7019227467011914,-0.010080071667355,-0.0591939929414713,0.2533552650155532,-0.5548743886314994,0.7019227467011914,761387125.0,709063214.0,52323911.0,5336182.0,18565835.0,478172.0,600317246.0,298349812.0,282529069.0,94171486.0,904406176.0,346416658.0,26586917.0,373003574.0,525000000.0,531402602.0,8840246.0,-11269601.0,1.73
TNI,2024,1,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.1868944055550922,-1.3344876551883949,0.4539369889500987,-0.5681581960247841,0.4677748246737291,0.8499625702628529,-0.0416961414789175,0.1480398235616615,-0.2103555970730926,0.3038094254614563,0.8499625702628529,992703710.0,965875216.0,26828494.0,6252060.0,11290663.0,-27761177.0,634250000.0,219481406.0,223097498.0,93421311.0,930643341.0,409750773.0,17710964.0,427461736.0,525000000.0,502918306.0,8405250.0,146170857.0,1.55
TNI,2025,1,4.7,HighRisk,1,1,1,0,0,1,0,0,0,0,0.1708736898297131,1.431215008251566,0.6816200135891203,1.1828629408620697,0.093766981704141,0.5679315743578909,-0.0288316899259308,-0.282030995904962,-0.1851375177681284,0.06794751275786,0.5679315743578909,1060155458.0,1062070108.0,-1914650.0,4925636.0,14050076.0,48445350.0,706676872.0,494011043.0,181793781.0,84829040.0,934401915.0,329242207.0,9214113.0,338456320.0,525000000.0,595945595.0,9463863.0,-111219353.0,2.15
TRA,2023,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,-0.0012739852062496,-0.1686266319114842,0.1527648164317803,0.2186182305607471,1.2974492625538234,0.426341503712583,-0.018462129641109,0.110740255168688,-0.0231947180327256,-0.0415531092366131,0.426341503712583,2299235459.0,1054301295.0,1244934164.0,614373637.0,297187671.0,285268919.0,1530494507.0,238916189.0,467898029.0,507865034.0,2123900644.0,634845857.0,0.0,634845857.0,414536730.0,1489054787.0,94498871.0,287974737.0,2.41
TRA,2024,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0450182984713128,-0.1907741787403469,0.1630996478697771,0.1281166884309308,1.210595153397223,0.4150919456841901,-0.0146812749369176,-0.0112495580283928,0.174029482821352,0.0208702770358588,0.4150919456841901,2347221140.0,1110765054.0,1236456086.0,625016144.0,304984669.0,257358010.0,1594031971.0,274511587.0,549326081.0,495641963.0,2168910961.0,636211289.0,0.0,636211289.0,414536730.0,1532699672.0,91408482.0,159717329.0,2.51
TRA,2025,0,1.95,MediumRisk,0,0,0,0,0,1,0,0,0,0,0.0064424913587425,-0.1633970559951319,0.2243275390571359,0.3757713433436405,1.2090172466573097,0.3872835931362525,0.0035312126529368,-0.0278083525479375,0.0243175510175712,0.1439665684844675,0.3872835931362525,2685142513.0,1261196278.0,1423946235.0,758030105.0,342116867.0,278322230.0,1769425626.0,417185666.0,562684346.0,462292550.0,2339302478.0,653055708.0,0.0,653055708.0,414536730.0,1686246770.0,93615191.0,263251294.0,2.71
TTB,2023,1,3.15,HighRisk,1,0,0,0,0,1,0,0,0,1,-0.0243227061121907,-0.5767293437109315,0.8471135806541117,0.8911032497168051,0.139336021753407,1.3010691768961344,0.0700195930445427,-0.0367326383356272,-0.0924583782675703,-0.9200068853793768,1.3010691768961344,69992268.0,63851565.0,6140703.0,1316337.0,12099454.0,-17187792.0,1301647531.0,1028282322.0,132105915.0,27665320.0,1968981485.0,1013803123.0,99497227.0,1113300350.0,1015095830.0,855681135.0,2108280.0,30703166.0,1.28
TTB,2024,0,3.15,HighRisk,1,0,0,0,0,1,0,0,0,1,-0.0701134960093996,-0.0486071681192521,0.8385485246663188,0.2380169155669559,0.1262758767342115,1.5377592646105362,-0.0147188934130239,0.2366900877144018,0.1059275582020684,-0.3730917535062587,1.5377592646105362,43878730.0,40674919.0,3203811.0,427027.0,86934017.0,-88456871.0,1178113806.0,889387254.0,146099572.0,25624392.0,1947030483.0,1129487149.0,50319071.0,1179806220.0,1015095830.0,767224264.0,2040927.0,48056243.0,1.04
TTB,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0621784638799278,-10.0,0.8783645587278608,-3.319950979038086,0.0459080688438233,0.9539724573427198,0.0520713167954845,-0.5837868072678164,0.2243099042069747,3.4419979338508657,0.9539724573427198,194909228.0,170528726.0,24380502.0,4137289.0,16102882.0,189495.0,1221380171.0,997934260.0,178871153.0,26334814.0,2053519290.0,970956939.0,31616478.0,1002573417.0,1015095830.0,1050945873.0,1906515.0,127874170.0,1.26
TTF,2023,0,3.35,HighRisk,1,0,0,0,0,1,0,1,0,0,-0.0639348974677092,-0.9890970973187168,0.5383616089687682,0.4850996605993375,0.3260016772963804,9.670697369840529,0.0087015715127356,3.7260584151565626,-0.2991594369735237,-0.2202629550143595,9.670697369840529,1560471468.0,1307055793.0,253415676.0,124491488.0,130496898.0,-144246908.0,1820761290.0,850047554.0,475925192.0,345168286.0,2850460550.0,1517748461.0,1065582355.0,2583330816.0,4111983020.0,267129734.0,65884311.0,37996995.0,1.2
TTF,2024,0,7.85,HighRisk,1,1,1,0,1,1,0,1,0,0,0.0319791527650658,7.592972866058951,0.6389524133585418,0.2365279848236492,0.1624688173516789,5.984420103715404,-0.059073330358713,-3.686277266125124,-0.2903690691792587,-0.216076818393965,5.984420103715404,1223289758.0,1096895134.0,126394623.0,118876522.0,55817673.0,7325917.0,1360560820.0,867432018.0,337731237.0,515077333.0,2792446681.0,956476249.0,1436159619.0,2392635867.0,4111983020.0,399810813.0,63511198.0,-81974162.0,1.42
TTF,2025,0,5.3500000000000005,HighRisk,1,1,1,0,0,0,0,1,0,1,0.0827941696106073,3.966233953994986,0.6160696773946892,0.1521024134513436,0.1943428294478524,6.3529946774999,0.0586494148578389,0.3685745737844961,0.224782006172559,-0.0029523667441675,6.3529946774999,1219678158.0,1022123289.0,197554870.0,116704817.0,125043154.0,14898724.0,1618521418.0,996809544.0,413647142.0,489236813.0,2893620591.0,1070606683.0,1429484370.0,2500091054.0,4111983020.0,393529537.0,69543517.0,-224676190.0,1.51
VCG,2023,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.1059438120145819,-1.944351275962732,0.4958953402903454,-0.7224470653797886,0.3274682306527599,1.9971899900542631,-0.0155220799871292,-0.2250835880349595,-0.0271794443052946,0.5028979021047428,1.9971899900542631,12703777893.0,11522823127.0,1180954765.0,92716195.0,-79013322.0,396437715.0,18680845505.0,7070139425.0,6887894148.0,3862468882.0,30694370036.0,14422198827.0,6031122047.0,20453320874.0,5344655140.0,10241049162.0,338213594.0,3648316284.0,1.3
VCG,2024,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0182848531536391,-0.392231030090487,0.4799833804539284,-0.1845625396581915,0.3671639090747877,1.6484654116321793,0.0609693435190881,-0.3487245784220838,0.029314130365756,0.0131014232460495,1.6484654116321793,12870215464.0,10889099922.0,1981115541.0,58053185.0,379922451.0,1108393558.0,17688521426.0,5857885426.0,7089806775.0,3478985062.0,29440638023.0,12912024052.0,5412502017.0,18324526068.0,5985934580.0,11116111954.0,358617935.0,1646711301.0,1.37
VCG,2025,0,2.75,MediumRisk,0,0,1,0,0,1,0,0,0,0,0.0281495408416153,0.6694300790662633,0.4856883695354347,0.856791170209029,0.356979826085625,1.507104593932192,-0.0275319513471178,-0.1413608176999874,-0.1396326828667344,0.2481897123583385,1.507104593932192,16064470538.0,14033948723.0,2030521816.0,157958547.0,507330096.0,4129937682.0,24110345573.0,12330736834.0,6099838034.0,4436579038.0,31529887361.0,15910620965.0,3043051012.0,18953671978.0,6464683360.0,12576215383.0,393443721.0,3242385830.0,1.52
VGI,2023,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.2120835023247724,-0.930588116019613,0.2890721206040382,-0.4499458029235487,1.3304107100543254,0.7191848716684226,0.041962496737423,-0.0089375167109626,0.1598182615603683,0.1939306777410216,0.7191848716684226,28212158823.0,13944164857.0,14267993966.0,3790471785.0,7297564443.0,1647144573.0,37540220552.0,10840603483.0,2615016070.0,10598793358.0,52464408146.0,18103132226.0,3844250665.0,21947382891.0,30438112000.0,30517025254.0,3067673075.0,12773980000.0,2.07
VGI,2024,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.1443336358857805,-0.0440779767170538,0.1762465291359084,-0.5237531997990583,1.680360564698819,0.7704468689530194,0.0005237789109373,0.0512619972845967,0.0682848090489937,0.2536316101115407,0.7704468689530194,35367654090.0,17462321011.0,17905333080.0,3532615601.0,6883494514.0,7173049458.0,48680623562.0,7912322437.0,2793581943.0,11489559260.0,63438713442.0,22599149242.0,5007529614.0,27606678855.0,30438112000.0,35832034586.0,3175196868.0,16329389625.0,2.15
VGI,2025,0,1.2,LowRisk,0,0,0,0,0,0,0,0,0,1,-0.0629828016926582,-0.0412113754604534,0.1730942448611107,-0.4069976240408774,1.4350235255139951,0.9016729202670932,0.0063735900151826,0.1312260513140738,0.8143093288171358,0.2493846182603851,0.9016729202670932,44187803004.0,21535520328.0,22652282675.0,4848209533.0,6066787213.0,11272721568.0,58016967209.0,6665237515.0,5068421780.0,16019452705.0,81473834207.0,32252647494.0,6377944146.0,38630591640.0,30438112000.0,42843242568.0,3845440833.0,16404171911.0,1.8
VGT,2023,0,2.75,MediumRisk,0,0,1,0,0,1,0,0,0,0,-0.0415886763049373,1.0456668078368976,0.3653507983067426,0.2902041000731316,0.4523243843340462,1.086682392183478,-0.0338807811318283,-0.0377721031952515,-0.2468361282417173,-0.0988705730840817,1.086682392183478,16465930202.0,15237810341.0,1228119861.0,444585397.0,801613211.0,395883747.0,9011900252.0,2777087805.0,3116488112.0,5871927505.0,19076270670.0,6894000065.0,3040356751.0,9934356816.0,5000000000.0,9141913854.0,758126091.0,1189240593.0,1.31
VGT,2024,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0039010810510839,0.3225916307638207,0.3511897964069715,-0.1139606574091691,0.5275354002589475,1.0768800038541138,0.0336329901041054,-0.0098023883293643,0.0325391416092781,0.0522227708031675,1.0768800038541138,17325826701.0,15450851660.0,1874975041.0,497484714.0,933490786.0,655438523.0,9551568540.0,2605636273.0,3217895960.0,5553947899.0,19265850162.0,7066893151.0,2922614552.0,9989507703.0,5000000000.0,9276342459.0,786693122.0,730596166.0,1.35
VGT,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0020910023465578,0.3596016749633413,0.3665680151408541,-0.0343885504573346,0.560857937837655,1.0491991158113654,0.0210984126380566,-0.0276808880427483,0.0849826303893305,0.0619561080417619,1.0491991158113654,18399267492.0,16019930958.0,2379336535.0,504543732.0,1019375190.0,1335758667.0,10682747642.0,2677467301.0,3491361223.0,5033118143.0,20583738737.0,8048239694.0,2490726635.0,10538966329.0,5000000000.0,10044772408.0,719765571.0,1378799313.0,1.33
VHC,2023,0,1.2,LowRisk,0,0,0,0,0,0,0,0,0,1,0.0357327722222336,0.0050137465478406,0.1883140908447655,-0.0810975410437154,0.7877599094115101,0.3901142982173091,-0.0761335869610597,-0.1153061983083821,0.3357385543915258,-0.241692391223775,0.3901142982173091,10033016452.0,8540191778.0,1492824674.0,216294675.0,307655328.0,973756841.0,7888156658.0,1577896986.0,3763498913.0,3383339453.0,11942549471.0,3232914913.0,118578782.0,3351493695.0,1870444950.0,8591055776.0,402253183.0,547016441.0,2.44
VHC,2024,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0629684831366709,0.0475069718835237,0.2273240193077155,0.1474189464234284,0.9809459996798772,0.3603197919060271,0.0026570469960983,-0.029794506311282,-0.2254858049961658,0.2471616627824503,0.3603197919060271,12512793481.0,10617752698.0,1895040783.0,296508835.0,357769169.0,1302647623.0,8238447591.0,2200504540.0,2914883331.0,3415114150.0,12234180222.0,3183722367.0,56851870.0,3240574237.0,2244531590.0,8993605985.0,456178822.0,2073015394.0,2.59
VHC,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.046741694164833,0.0243867533239446,0.2093231187525621,-0.0385993737301049,1.3395014397652754,0.3439118127559406,0.0134603482928344,-0.0164079791500864,-0.0493302248054881,-0.0388846718151952,0.3439118127559406,12026237613.0,10043007522.0,1983230091.0,251503858.0,316029643.0,1451083813.0,9331712782.0,2030000546.0,2771091481.0,3310448157.0,13421614625.0,3382318690.0,52320229.0,3434638919.0,2244531590.0,9986975706.0,482772084.0,2078432819.0,2.76
VHM,2023,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0720057954771809,0.1664636057803751,0.727547112821323,-0.2786886670843064,0.2565544997471293,1.4345141797518466,-0.1471843020182287,-0.0015762948324204,-0.1405276115139696,0.6597596082824113,1.4345141797518466,103556722315.0,67850122531.0,35706599784.0,3662803928.0,4092922707.0,33532876720.0,242340588560.0,132871089579.0,55317711673.0,11671412015.0,444630674501.0,211073231463.0,50921137940.0,261994369402.0,43543674880.0,182636305099.0,1436293046.0,1516891309.0,1.15
VHM,2024,0,5.25,HighRisk,1,1,0,1,0,1,0,0,0,0,0.101863315418943,0.2990907796454483,0.7665846451040798,0.279350569931085,0.2239485227377313,1.555944550694985,-0.0226149778095614,0.1214303709431383,-0.0112380583758569,-0.0119116971590488,1.555944550694985,102323186000.0,69355949000.0,32967237000.0,3791457000.0,4593011000.0,35072686000.0,285478928000.0,168405984000.0,54696048000.0,14622184000.0,564209360000.0,278532295000.0,64933090000.0,343465385000.0,41074120000.0,220743975000.0,1800478000.0,-22399550000.0,1.02
VHM,2025,0,2.45,MediumRisk,0,0,0,0,0,0,0,0,1,1,0.0018271009997851,0.1037447209840415,0.6087439613927725,-0.2280740333624306,0.43695516762122,2.1720753921821485,-0.0273716754041312,0.6161308414871636,1.4643947584659134,0.506035806977316,2.1720753921821485,154102382000.0,108670583000.0,45431799000.0,1706672000.0,5982860000.0,42111068000.0,500834700000.0,215216410000.0,134792654000.0,22055774000.0,786375247000.0,345174167000.0,193295482000.0,538469649000.0,41074120000.0,247905598000.0,2316522000.0,40674281000.0,1.45
VIC,2023,0,4.15,HighRisk,1,1,1,0,0,0,0,1,0,0,0.0330525550601587,2.2006871391461638,0.4969996971508223,-0.2540409446317259,0.2063252732008383,3.5044405108170205,0.0012793356588743,0.2480155440617224,-0.0604920560573663,0.5858324741927247,3.5044405108170205,161427568000.0,137919092000.0,23508476000.0,12513907000.0,13463255000.0,2056061000.0,343536472000.0,168114731000.0,92623746000.0,160409312000.0,667655767000.0,401298366000.0,118135715000.0,519434081000.0,38785833000.0,148221686000.0,17605842000.0,-20011668000.0,0.86
VIC,2024,0,5.75,HighRisk,1,0,1,0,0,0,1,1,1,0,-0.0186114826193919,2.118525990426944,0.5345746325068245,-0.0407676886072673,0.1827520635393346,4.438337995237882,-0.0012318430083977,0.9338974844208616,0.2317595425259522,0.1712252271557482,4.438337995237882,189068040000.0,161767222000.0,27300818000.0,18053919000.0,15148307000.0,5276058000.0,396479911000.0,190046565000.0,114090183000.0,182943333000.0,836603903000.0,505292040000.0,177477382000.0,682769422000.0,38785833000.0,153834481000.0,22627124000.0,20846497000.0,0.78
VIC,2025,0,1.4,LowRisk,0,0,0,0,0,0,0,1,0,0,-0.0566124821681531,0.4943740892850126,0.4667500581217098,-0.4074470318209327,0.3323242965093945,6.404545042302404,0.0128834495922801,1.9662070470645217,0.81430106041639,0.7600560200444242,6.404545042302404,332770342000.0,280432143000.0,52338199000.0,28599338000.0,18102921000.0,11146462000.0,660924812000.0,257058692000.0,206993940000.0,194150775000.0,1121457028000.0,592409830000.0,377591974000.0,970001804000.0,77334919000.0,151455224000.0,32297459000.0,74634928000.0,1.12
VKC,2023,1,6.8500000000000005,HighRisk,1,0,0,0,0,1,1,1,0,1,-0.2487859621102812,-0.4835398314442132,0.7790885495152955,0.8036520761368718,0.0027214913303606,-5.262625996980628,-0.2283670961373713,-99.39276307630904,-0.2597474922548632,-0.8860356929162843,-5.262625996980628,29966045.0,36361630.0,-6395585.0,5093426.0,34175531.0,-88418323.0,255873796.0,234054928.0,20613685.0,57420133.0,358691235.0,442839184.0,,442839184.0,200000000.0,-84147949.0,9674091.0,819021.0,0.58
VKC,2024,1,5.449999999999999,HighRisk,1,0,0,0,1,0,1,1,0,0,-0.6394638477275237,-0.5077717835248279,0.797037065749726,-0.0254888123360721,0.0047086139301,-2.0093851956044757,-0.3517882492144555,3.2532408013761525,-0.8574845303011083,-0.1700537057859988,-2.0093851956044757,24870208.0,38927247.0,-14057039.0,4039401.0,59942336.0,-158541858.0,193510687.0,188287238.0,2937769.0,44268301.0,243846248.0,485425230.0,,485425230.0,200000000.0,-241578982.0,8654243.0,-2610998.0,0.4
VNM,2023,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0214896176051667,-0.0833391389504217,0.2008138850295979,0.0634899563331438,1.3582188992248223,0.5038473260526349,0.0080011320104367,0.0264613428252865,0.1066386724216204,0.0068828242975929,0.5038473260526349,60368915512.0,35824183896.0,24544731615.0,13018093112.0,1755619128.0,9019354165.0,35935879621.0,6529705184.0,6128081805.0,12689652378.0,52673371104.0,17138689975.0,508937364.0,17647627339.0,20899554450.0,35025743765.0,2300126980.0,7887423562.0,2.1
VNM,2024,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,-0.0042333973094775,-0.1006739098820582,0.2030662280679671,-0.0687406957129505,1.3886067472811925,0.5217683563623875,0.0076181056728101,0.0179210303097525,-0.0720032233642807,0.0234175817804609,0.5217683563623875,61782609528.0,36192433205.0,25590176323.0,13357706797.0,1827916839.0,9452892990.0,37553650065.0,6233758612.0,5686840162.0,12550564799.0,55049061537.0,18459546838.0,415111870.0,18874658707.0,20899554450.0,36174402830.0,2095159645.0,9685937539.0,2.03
VNM,2025,0,0.0,LowRisk,0,0,0,0,0,0,0,0,0,0,0.0139827337065371,-0.1328000803721451,0.1956392547869594,-0.0632108187416976,1.2631652642263027,0.5460472431088317,-0.0023955375385426,0.0242788867464441,0.2026502676654621,0.0301586035655479,0.5460472431088317,63645886756.0,37436412562.0,26209474195.0,13641689164.0,1904069826.0,9413589732.0,36261180908.0,6027719081.0,6839279843.0,12648916412.0,53312370717.0,18520286020.0,309069411.0,18829355431.0,20899554450.0,34483015286.0,2116245292.0,8668137049.0,1.96
VOS,2023,0,0.8,LowRisk,0,0,1,0,0,0,0,0,0,0,-0.0772555265542526,0.7012659543277161,0.2590559801433693,-0.4587299941840035,1.79748000684922,0.6237530673088778,-0.2477660925727293,-0.1288658520290619,-0.1326154298611697,0.3169055584678733,0.6237530673088778,3187472581.0,3005664031.0,181808549.0,59837274.0,75556618.0,155371166.0,1581022453.0,515400257.0,123257502.0,946148872.0,2715145833.0,524269917.0,518733835.0,1043003752.0,1400000000.0,1672142081.0,284851076.0,365131187.0,3.02
VOS,2024,0,0.8,LowRisk,0,0,1,0,0,0,0,0,0,0,0.0922556998162865,1.0994720506524598,0.3203690285034873,-0.5506658408736853,3.359500069437866,0.4536458349710485,-0.0342380560202945,-0.1701072323378293,-0.1462823009345102,0.7493869563736335,0.4536458349710485,5576122957.0,5448985063.0,127137894.0,63340144.0,97146279.0,335255268.0,2098918084.0,617821171.0,105227111.0,483846536.0,2891191737.0,409545996.0,492721294.0,902267291.0,1400000000.0,1988924446.0,463102372.0,68526351.0,5.12
